id,article,txt
1.4.X.100,100,"Article 100 The present Treaty, drawn up in a single copy, shall be deposited in the archives of the Government of the French Republic, which shall transmit a certified copy thereof to each of the governments of the other signatory States. IN WITNESS WHEREOF the undersigned Plenipotentiaries have placed their signatures and seals at the end of the present Treaty."
1.4.X.77,77,Article 77 The seat of the institutions of the Community shall be fixed by common agreement of the governments of the member States.
1.4.X.78,78,"Article 78 l. The financial year of the Community shall extend from l January to 3l December.

2. The administrative expenditure of the Community shall comprise the expenditure of the High Authority, including that relating to the functioning of the Consultative Committee, of the Court, that of the Assembly, and of the Council.

3. Each institution of the Community shall draw up estimates of its administrative expenditure. The High Authority shall consolidate these estimates in a preliminary draft administrative budget. It shall attach thereto an opinion which may contain estimates diverging from those submitted to it.

The High Authority shall place the preliminary draft budget before the Council not later than 30 September of the year preceding that in which the budget is to be implemented.

The Council shall consult the High Authority and, where appropriate, the other institutions concerned whenever it intends to depart from the preliminary draft budget.

4. The Council shall, acting by a qualified majority, draw up the draft administrative budget, and then transmit it to the Assembly.

The draft administrative budget shall be laid before the Assembly not later than 3l October of the year preceding that in which it is to be operative.

The Assembly shall be entitled to propose amendments to the draft administrative budget, to the Council.

5. If, within a period of one month from the receipt of the draft administrative budget, the Assembly has given its approval or has not made its opinion known to the Council, the draft administrative budget shall be deemed to be finally adopted.

If within this period the Assembly has proposed any amendments, the draft administrative budget so amended shall be transmitted to the Council. The Council shall then discuss it with the High Authority and, where appropriate, with the other institutions concerned, and shall then finally adopt the administrative budget, acting by a qualified majority.

6. The final adoption of the administrative budget shall have the effect of authorising and requiring the High Authority to collect the corresponding revenue in accordance with the provisions of Article 49."
1.4.X.78a,78a,"Article 78a The administrative budget shall be drawn up in the unit of account determined in accordance with the provisions of the regulations adopted pursuant to Article 78f.

The expenditure provided for in the administrative budget shall be authorised for one financial year, unless the regulations adopted pursuant to Article 78f provide otherwise.

In accordance with conditions to be laid down pursuant to Article 78f, any appropriations, other than those relating to staff expenditure, that are unspent at the end of the financial year may, but may only, be carried forward to the next financial year.

Appropriations shall be classified under different chapters grouping items of expenditure according to their nature or purpose and subdivided, as far as may be necessary, in accordance with the regulations made pursuant to Article 78f.

The expenditure of the Assembly, the Council, the High Authority and the Court shall be set out in separate parts of the administrative budget, without prejudice to special arrangements for certain items of common expenses."
1.4.X.78b,78b,"Article 78b 1. If, at the beginning of the financial year, the administrative budget has not yet been approved, a sum equivalent to not more than one-twelfth of the budget appropriations for the preceding financial year may be spent each month in respect of any chapter or other subdivision of the administrative budget in accordance with the provisions of the regulations adopted pursuant to Article 78f; this arrangement shall not, however, have the effect of placing at the disposal of the High Authority appropriations in excess of one-twelfth of those provided for in the draft administrative budget in course of preparation.

The High Authority is authorised and required to impose the levies up to the amount of the appropriations for the preceding financial year, but shall not thereby exceed the amount which would result from the adoption of the draft administrative budget.

2. The Council may, acting by a qualified majority, provided that the other conditions laid down in the first paragraph of this Article are observed, authorise expenditure in excess of one-twelfth of the appropriations. The authorisation and requirement to collect levies may be adapted accordingly."
1.4.X.78c,78c,"Article 78c The Commission shall implement the administrative budget, in accordance with the provisions of the regulations made pursuant to Article 78h, on its own responsibility and within the limits of the appropriations, having regard to the principles of sound financial management. The regulations shall lay down detailed rules for each institution concerning its part in effecting its own expenditure. Within the administrative budget, the Commission may, subject to the limits and conditions laid down in the regulations made pursuant to Article 78h, transfer appropriations from one chapter to another or from one subdivision to another."
1.4.X.78d,78d,"Article 78d The accounts of all the administrative expenditure referred to in Article 78(2), and of administrative revenue and of revenue derived from the tax for the benefit of the Community levied on the salaries, wages and emoluments of its officials and other servants, shall be examined by an Audit Board consisting of auditors whose independence is beyond doubt, one of whom shall be chairman. The Council shall, acting unanimously, determine the number of the auditors. The auditors and the chairman of the Audit Board shall be appointed by the Council, acting unanimously, for a period of five years. Their remuneration shall be determined by the Council, acting by a qualified majority.

The purpose of the audit, which shall be based on records and, if necessary, performed on the spot, shall be to establish that all revenue has been received and all expenditure incurred in a lawful and regular manner and that the financial management has been sound. After the close of each financial year, the Audit Board shall draw up a report, which shall be adopted by a majority of its members.

The High Authority shall submit annually to the Council and to the Assembly the accounts of the preceding financial year relating to the implementation of the administrative budget, together with the report of the Audit Board. The High Authority shall also forward to them a financial statement of the assets and liabilities of the Community in the field covered by that budget.

The Council shall, acting by a qualified majority, give a discharge to the High Authority in respect of the implementation of the administrative budget. It shall communicate its decision to the Assembly."
1.4.X.78g,78g,"Article 78g 1. The European Parliament, acting on a recommendation from the Council, which shall act by a qualified majority, shall give a discharge to the Commission in respect of the implementation of the administrative budget. To this end, the Council and the European Parliament in turn shall examine the accounts and the financial statement referred to in Article 78d, the annual report by the Court of Auditors together with the replies of the institutions under audit to the observations of the Court of Auditors, and any relevant special reports by the Court of Auditors. 2. Before giving a discharge to the Commission, or for any other purpose in connection with the exercise of its powers over the implementation of the administrative budget, the European Parliament may ask to hear the Commission give evidence with regard to the execution of expenditure or the operation of financial control systems. The Commission shall submit any necessary information to the European Parliament at the latter's request. 3. The Commission shall take all appropriate steps to act on the observations in the decisions giving discharge and on other observations by the European Parliament relating to the execution of expenditure, as well as on comments accompanying the recommendations on discharge adopted by the Council. At the request of the European Parliament or the Council, the Commission shall report on the measures taken in the light of these observations and comments and in particular on the instructions given to the departments which are responsible for the implementation of the administrative budget. These reports shall also be forwarded to the Court of Auditors."
1.4.X.78h,78h,"Article 78h The Council, acting unanimously on a proposal from the Commission and after consulting the European Parliament and obtaining the opinion of the Court of Auditors, shall: (a) make Financial Regulations specifying in particular the procedure to be adopted for establishing and implementing the administrative budget and for presenting and auditing accounts; (b) determine the methods and procedure whereby the budget revenue provided under the arrangements relating to the Communities' own resources shall be made available to the Commission, and determine the measures to be applied, if need be, to meet cash requirements; (c) lay down rules concerning the responsibility of financial controllers, authorizing officers and accounting officers, and concerning appropriate arrangements for inspection."
1.4.X.78i,78i,"Article 78i Member States shall take the same measures to counter fraud affecting the financial interests of the Community as they take to counter fraud affecting their own financial interests. Without prejudice to other provisions of this Treaty, Member States shall co-ordinate their action aimed at protecting the financial interests of the Community against fraud. To this end they shall organize, with the help of the Commission, close and regular co-operation between the competent departments of their administrations."
1.4.X.79,79,Article 79 The present Treaty is applicable to the European territories of the member States. It is also applicable to those European territories whose foreign relations are assumed by a member State; an exchange of letters between the government of the German Federal Republic and the government of the French Republic concerning the Saar is annexed to the present Treaty. Each High Contracting Party binds itself to extend to the other member States the preferential measures which it enjoys with respect to coal and steel in the non-European territories subject to its jurisdiction.
1.4.X.80,80,"Article 80 The term enterprise, as used in the present Treaty, refers to any enterprise engaged in production in the field of coal and steel within the territories mentioned in the first paragraph of Article 79; and in addition, as concerns Articles 65 and 66 as well as information required for their application and appeals based upon them, to any enterprise or organization regularly engaged in distribution other than sale to domestic consumers or to artisan industries."
1.4.X.81,81,"Article 81 The terms ""coal"" and ""steel"" are defined in Annex I to the present Treaty. Additions may be made to the lists set forth in this annex by unanimous decision of the Council."
1.4.X.82,82,Article 82 The turnover which shall serve as basis for the calculation of the fines and daily penalty payments applicable to enterprises by virtue of the present Treaty shall be the turnover on the products subject to the jurisdiction of the High Authority.
1.4.X.83,83,Article 83 The establishment of the Community does not in any way prejudice the regime of ownership of the enterprises subject to the provisions of the present Treaty.
1.4.X.84,84,"Article 84 In the provisions of the present Treaty, the words « present Treaty » shall be understood as referring to the clauses of the said Treaty and its annexes, of the annexed Protocols, and of the Convention containing the Transitional Provisions."
1.4.X.85,85,Article 85 The initial and transitional measures agreed upon by the High Contracting Parties with a view to permitting the application of the provisions of the present Treaty are set forth in an annexed Convention.
1.4.X.86,86,"Article 86 The member States bind themselves to take all general and specific measures which will assure the execution of their obligations under the decisions and recommendations of the institutions of the Community, and facilitate the accomplishment of the Community’s purposes. The member States bind themselves to refrain from any measures which are incompatible with the existence of the common market referred to in Articles 1 and 4. To the extent of their competence, the member States will take all appropriate measures to assure the international payments arising out of trade in coal and steel within the common market; they will lend assistance to each other to facilitate such payments. Officials of the High Authority charged with verifying information shall enjoy on the territories of the member States, to the extent necessary for the accomplishment of their mission, such rights and powers as are granted by the laws of such States to officials of its own tax services. The missions and the status of the officials charged with them shall be duly communicated to the State in question. Officials of such State may, at the request of such State or of the High Authority, assist those of the High Authority in carrying out their mission."
1.4.X.87,87,"Article 87 The High Contracting Parties agree not to avail themselves of any treaties, conventions or agreements existing among them to submit any difference arising out of the interpretation or application of the present Treaty to a method of settlement other than those provided for herein."
1.4.X.88,88,"Article 88 If the High Authority deems that a State is delinquent with respect to one of the obligations incumbent upon it by virtue of the present Treaty, it will, after permitting the State in question to present its views, take note of the delinquency in a decision accompanied by a justification. It will allow the State in question a period of time within which to provide for the execution of its obligation. Such State may appeal to the Court’s plenary jurisdiction within a period of two months from the notification of the decision. If the State has not taken steps for the fulfillment of its obligation within the period fixed by the High Authority, or if its appeal has been rejected, the High Authority may, with the concurrence of the Council acting by a 2/3 majority: (a) suspend the payment of sums which the High Authority may owe to the State in question under the present Treaty; (b) adopt measures or authorize the other member States to adopt measures involving an exception to the provisions of Article 4, so as to correct the effects of the delinquency in question. An appeal to the Court’s plenary jurisdiction may be brought against the decisions taken in application of paragraphs (a) and (b) within two months following their notification. If these measures should prove inoperative, the High Authority will lay the matter before the Council."
1.4.X.89,89,"Article 89 Any dispute among member States concerning the application of the present Treaty, which cannot be settled by another procedure provided for in the present Treaty, may be submitted to the Court at the request of one of the States parties to the dispute. The Court shall also have jurisdiction to settle any dispute among member States related to the purpose of the present Treaty, if such dispute is submitted to it by virtue an agreement to arbitrate."
1.4.X.90,90,"Article 90 If an act committed by an enterprise in violation of the present Treaty also constitutes a violation of an obligation under the legislation of the State to which the enterprise in question is subject, and if legal or administrative action is instituted against the enterprise in question under such legislation, the State in question shall so inform the High Authority, which may suspend action in the premises. If the High Authority suspends action, it shall be kept informed of the status of the proceedings and permitted to produce any pertinent documents, expert advice and evidence. It shall also be informed of the final decision taken in the case, and shall take account of this decision in determining any sanctions which it may be led to pronounce."
1.4.X.91,91,"Article 91 If an enterprise does not make within the prescribed time-limit a payment for which it is liable to the High Authority either by virtue of a provision of the present Treaty or the agreements in application thereof or by virtue of a fine or a daily penalty payment imposed by the High Authority, the latter may suspend settlement of sums due by the High Authority to the said enterprise up to the amount of the payment in question."
1.4.X.92,92,"Article 92 The decisions of the High Authority imposing financial obligations on enterprises are executory. They shall be enforced on the territory of member States through the legal procedures in effect in each of these States, after the writ of execution in use in the State on the territory of which the decision is to be carried out has been placed upon them; this shall be done with no other formality than the certification of the authenticity of such decisions. The execution of these formalities shall be the responsibility of a Minister which each of the governments shall designate for this purpose. Enforcement of such decisions can be suspended only by a decision of the Court."
1.4.X.93,93,"Article 93 The High Authority will maintain whatever relationships appear useful with the United Nations and the Organization for European Economic Cooperation, and will keep these organizations regularly informed of the activity of the Community."
1.4.X.94,94,Article 94 The relations of the institutions of the Community with the Council of Europe will be assured under the terms of an annexed Protocol.
1.4.X.95,95,"Article 95 In all cases not expressly provided for in the present Treaty in which a decision or a recommendation of the High Authority appears necessary to fulfill, in the operation of the common market for coal and steel and in accordance with the provisions of Article 5 above, one of the purposes of the Community as defined in Articles 2, 3 and 4, such decision or recommendation may be taken subject to the unanimous concurrence of the Council and after consultation with the Consultative Committee. The same decision or recommendation, taken in the same manner, shall fix any sanctions to be applied. If, following the expiration of the transition period provided for by the Convention containing the transitional provisions, unforeseen difficulties which are brought out by experience in the means of application of the present Treaty, or a profound change in the economic or technical conditions which affects the common coal and steel market directly, should make necessary an adaptation of the rules concerning the exercise by the High Authority of the powers which are conferred upon it, appropriate modifications may be made provided that they do not modify the provisions of Articles 2, 3 and 4, or the relationship among the powers of the High Authority and the other institutions of the Community. These modifications will be proposed jointly by the High Authority and the Council acting by a five-sixths majority. They shall then be submitted to the opinion of the Court. In its examination, the Court may look into all elements of law and fact. If the Court should recognize that they conform to the provisions of the preceding paragraph, such proposals shall be transmitted to the Assembly. They will enter into force if they are approved by the Assembly acting by a majority of three-quarters of the members present and voting comprising two-thirds of the total membership."
1.4.X.97,97,Article 97 The present Treaty is concluded for a period of fifty years from the date of its entry into force.
1.4.X.99,99,"Article 99 The present Treaty shall be ratified by all the member States in accordance with their respective constitutional rules; the instruments of ratification shall be deposited with the Government of the French Republic. The Treaty shall enter into force on the date of the deposit of the instrument of ratification of the last signatory nation to accomplish that formality. In the event that all the instruments of ratification have not been deposited within a period of six months following the signature of the present Treaty, the governments of the States which have effected such deposit will consult among themselves on the measures to be taken."
