id,txt,action,change_id,new_id,change_txt,new_txt
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.15.X.X.130j,3.3.18.X.X.167,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.15.X.X.130k,3.3.18.X.X.168,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.15.X.X.130l,3.3.18.X.X.169,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.15.X.X.130m,3.3.18.X.X.170,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.15.X.X.130n,3.3.18.X.X.171,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.15.X.X.130o,3.3.18.X.X.172,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.15.X.X.130p,3.3.18.X.X.173,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.16.X.X.130r,3.3.19.X.X.174,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.16.X.X.130s,3.3.19.X.X.175,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.16.X.X.130t,3.3.19.X.X.176,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.17.X.X.130u,3.3.20.X.X.177,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.17.X.X.130v,3.3.20.X.X.178,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.17.X.X.130w,3.3.20.X.X.179,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.17.X.X.130x,3.3.20.X.X.180,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.17.X.X.130y,3.3.20.X.X.181,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.4.X.X.X.131,3.4.X.X.X.182,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.4.X.X.X.132,3.4.X.X.X.183,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.4.X.X.X.133,3.4.X.X.X.184,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.4.X.X.X.134,3.4.X.X.X.185,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.4.X.X.X.135,3.4.X.X.X.186,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.4.X.X.X.136,3.4.X.X.X.187,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",rest: article not found. Did not renumber.,NA,3.4.X.X.X.188,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.5.1.1.1.137,3.5.1.1.1.189,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.5.1.1.1.138,3.5.1.1.1.190,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.5.1.1.1.138a,3.5.1.1.1.191,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.5.1.1.1.138b,3.5.1.1.1.192,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.5.1.1.1.138c,3.5.1.1.1.193,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.5.1.1.1.138d,3.5.1.1.1.194,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.5.1.1.1.138e,3.5.1.1.1.195,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.5.1.1.1.139,3.5.1.1.1.196,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.5.1.1.1.140,3.5.1.1.1.197,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.5.1.1.1.141,3.5.1.1.1.198,NA,NA
